5495049 | cookie cookie | New mark | 12.100
2688370 | waffle waffle | Nestle | 9.196
2491613 | bonbon bisquits | Ood | 14.124
6536013 | bisquits chocolate | My firm | 7
2969689 | donnat  | Kinder | 13
2549566 | bisquits cake | My firm | 7
9044106 | cake bonbon | My firm | 13
1609726 | bisquits  | New mark | 1
4177711 | chocolate donnat | Nestle | 2.61
3065168 | waffle  | Milka | 26
9942046 | donnat cake | My firm | 7
2196263 | donnat bisquits | Karmela | 0.256
453284 | cake chocolate | Karmela | 11.366
5442813 | bisquits bonbon | My firm | 17.140
9200070 | cookie  | Ood | 5
5473084 | bonbon bonbon | Milka | 4.659
7768959 | chocolate pie | Milka | 21
2435433 | bisquits  | New mark | 17
4209656 | bonbon  | Milka | 18
7401054 | bisquits  | Ood | 8.169
1990626 | bonbon  | Nestle | 5.328
8848613 | waffle  | My firm | 20
5940227 | bisquits bisquits | Kinder | 5
448553 | bonbon  | New mark | 0
5487851 | bisquits  | New mark | 3
7479691 | chocolate cookie | Kinder | 25
7791863 | bisquits donnat | Ood | 18
2850271 | chocolate cake | Karmela | 27.452
1243659 | chocolate  | My firm | 11
4788271 | chocolate cake | Milka | 28
2447382 | chocolate cake | My firm | 5
3384611 | chocolate  | Kinder | 3
2913850 | cookie cake | Kinder | 6
2957555 | donnat bisquits | My firm | 14.300
2359580 | waffle  | New mark | 19
402889 | donnat donnat | Milka | 21
1137524 | chocolate bonbon | Nestle | 24.947
1439814 | donnat donnat | My firm | 19.659
4204429 | bonbon donnat | Kinder | 3
9494244 | bisquits chocolate | Milka | 18.656
8906345 | waffle bonbon | Ood | 16.118
6690048 | donnat chocolate | My firm | 18
1085182 | donnat bisquits | Milka | 25.757
6067603 | chocolate  | Ood | 23
8032466 | chocolate donnat | Milka | 21
8702106 | waffle chocolate | Milka | 1.44
7436761 | chocolate  | Nestle | 16
1166101 | waffle donnat | New mark | 19
798536 | bonbon cookie | My firm | 5
8570342 | chocolate  | Milka | 27
2383075 | waffle bonbon | Kinder | 23
7129898 | pie  | Kinder | 18.596
6866365 | cookie  | Ood | 13.732
7903569 | bisquits cookie | New mark | 25
1879014 | cake chocolate | Nestle | 5.675
602293 | bonbon chocolate | New mark | 0.170
5739222 | donnat  | Karmela | 5.7
2645996 | pie cookie | My firm | 4
6344708 | bonbon waffle | My firm | 3.27
1844771 | chocolate chocolate | My firm | 24
4179576 | bisquits cookie | Kinder | 3
5850336 | bisquits  | Ood | 21
2536794 | cookie cake | My firm | 10
7361749 | chocolate  | My firm | 2.546
8057886 | bonbon  | Milka | 23.325
3608861 | cookie pie | Kinder | 17.654
6602300 | bonbon waffle | Karmela | 23
4686527 | pie bonbon | Milka | 6
231792 | bonbon chocolate | Karmela | 21
1860111 | chocolate  | My firm | 7
456857 | cake waffle | New mark | 13.421
793876 | pie waffle | New mark | 6
2543101 | cake donnat | Kinder | 0
6657989 | waffle chocolate | Nestle | 6
1046214 | waffle bisquits | Ood | 16
556013 | chocolate pie | Kinder | 27
3638434 | pie pie | My firm | 22
4189452 | cookie chocolate | Ood | 15.394
5689316 | cake  | Ood | 28
3857481 | pie  | Ood | 19
1987087 | cake  | Kinder | 0.571
3019555 | cookie  | Milka | 26
5425178 | cake bisquits | Milka | 0.782
6609625 | waffle pie | Milka | 29
9780952 | chocolate donnat | Ood | 25
7417278 | waffle chocolate | New mark | 28
8160697 | bisquits bonbon | Nestle | 12.452
5348491 | pie cake | Kinder | 16.418
3490239 | cake  | Karmela | 9
5103880 | bisquits  | Karmela | 24
5283497 | pie  | Milka | 1.844
612054 | bonbon donnat | My firm | 20
4672597 | donnat  | Milka | 22.497
9860982 | bonbon cookie | Nestle | 11.861
2168911 | bonbon cookie | Nestle | 27
6628459 | cake chocolate | Karmela | 5.762
8522772 | cookie pie | Kinder | 18.775
8847209 | cookie cookie | Karmela | 22
7078753 | cake bonbon | Ood | 12.969
3347935 | cookie bonbon | Nestle | 20
5023926 | bisquits waffle | My firm | 1
5862343 | bonbon  | Ood | 11
9806252 | donnat chocolate | Ood | 29
3462225 | chocolate bonbon | Nestle | 21
5875354 | bonbon waffle | New mark | 2.111
1317685 | pie  | Milka | 17.103
4748741 | donnat  | Kinder | 7
4360326 | bonbon bisquits | Nestle | 24
4148225 | bisquits chocolate | New mark | 13
3898339 | cake chocolate | Nestle | 20
7669923 | cookie cake | Nestle | 17.612
313957 | bonbon  | My firm | 18.976
7950819 | chocolate bisquits | New mark | 20
1832663 | bonbon bonbon | Nestle | 21
834279 | donnat cookie | Kinder | 20
7497332 | cookie  | Milka | 3
3000035 | waffle bisquits | New mark | 20
9397885 | pie chocolate | Ood | 5
4385242 | cookie  | Milka | 4
8726923 | donnat  | My firm | 26
4824625 | waffle  | My firm | 12.702
8949376 | cookie waffle | Kinder | 10
3004563 | pie  | Milka | 21
9480723 | cake  | Kinder | 10
882459 | cookie bisquits | Milka | 4
3172055 | bonbon  | Ood | 11.978
1661607 | bisquits cake | Kinder | 6
4239641 | bonbon  | Karmela | 29
1708968 | cookie bonbon | Ood | 3
9460695 | chocolate bonbon | Karmela | 10
224214 | cookie  | Ood | 27
7520852 | cookie bonbon | My firm | 29.860
6642817 | bisquits cake | Milka | 9.766
4331752 | pie bisquits | Karmela | 0.311
3179275 | chocolate cake | Ood | 27
1667019 | pie  | Kinder | 18
5438856 | cake donnat | New mark | 8
1085461 | waffle chocolate | Milka | 7.448
9316531 | cake cake | My firm | 10
4341513 | bonbon donnat | New mark | 11
9186273 | bonbon  | Karmela | 26
927210 | chocolate  | New mark | 22.202
8501379 | cake bisquits | Karmela | 24
2350487 | chocolate bisquits | Kinder | 15
2896590 | cake pie | My firm | 10
5491621 | bisquits cookie | Nestle | 5
8790267 | waffle donnat | Milka | 4.800
4307148 | chocolate donnat | Ood | 13
5530810 | donnat bisquits | Milka | 24
7320225 | chocolate  | Ood | 23.381
109302 | pie  | Karmela | 4
7338048 | chocolate donnat | Nestle | 16
2813303 | waffle cookie | My firm | 28
6990876 | donnat  | Kinder | 27
5384455 | cake cake | Milka | 11
4183278 | waffle chocolate | Nestle | 21.69
4978195 | waffle chocolate | Karmela | 9.294
5336902 | cake pie | My firm | 20.692
2549807 | cake pie | Kinder | 14
6942828 | donnat chocolate | Ood | 3
2840773 | cake cake | Milka | 12
9984469 | bonbon  | My firm | 10.107
7879002 | cookie  | New mark | 8
8355467 | cookie  | Milka | 29.834
8930082 | chocolate bonbon | Milka | 5.351
7155341 | donnat waffle | New mark | 6.472
3656091 | bisquits waffle | My firm | 27
5788938 | bisquits waffle | My firm | 20
5822922 | cake  | My firm | 17
3092494 | donnat  | Milka | 26
723660 | cookie  | Milka | 17
5790129 | bonbon donnat | Milka | 16.986
5779386 | bisquits cake | New mark | 18
858170 | waffle  | Nestle | 4
2735019 | bonbon chocolate | My firm | 17
8340165 | pie  | Kinder | 29.961
5396216 | donnat waffle | Karmela | 8
4050932 | donnat  | Karmela | 13.78
9865489 | bonbon  | Ood | 12
3055109 | donnat donnat | Karmela | 29
1526091 | cake  | New mark | 19
6554476 | bonbon  | New mark | 22
8710032 | chocolate bonbon | Milka | 12.325
7094441 | pie chocolate | Kinder | 16.656
5669890 | waffle cake | Karmela | 23
6703343 | donnat  | Kinder | 22
9421492 | pie waffle | Nestle | 16
4371021 | pie  | My firm | 16
7927214 | bisquits  | Ood | 21.468
9994018 | cookie donnat | Kinder | 29.568
1980743 | bisquits  | Nestle | 11
7672948 | chocolate  | New mark | 23
4340930 | bonbon waffle | Milka | 5.983
1448801 | cookie cookie | Ood | 8
3723739 | chocolate waffle | Nestle | 13.239
4742501 | chocolate  | Milka | 27.233
9698789 | bisquits chocolate | Kinder | 23
3382557 | cake donnat | Kinder | 12
4077197 | waffle chocolate | Kinder | 11.641
3432084 | waffle bonbon | Ood | 9.206
9966796 | chocolate donnat | Karmela | 19
8183517 | bonbon cookie | New mark | 23
4035251 | bisquits cookie | Kinder | 19
788916 | pie bonbon | Nestle | 27
5549690 | pie waffle | Kinder | 15
8313988 | bonbon chocolate | New mark | 24
8629795 | bisquits bisquits | New mark | 23.183
4148144 | waffle  | Karmela | 19
3116240 | bisquits bisquits | New mark | 5.419
216862 | chocolate bisquits | Karmela | 17.284
5517328 | bisquits donnat | Milka | 15
9198912 | waffle  | Nestle | 11
4211578 | bonbon pie | Ood | 15
8199808 | pie  | Karmela | 12
2765722 | cake cookie | Kinder | 14
1298549 | pie pie | New mark | 21
5045608 | pie cookie | New mark | 26.600
8847476 | bisquits pie | Kinder | 11
7638291 | bonbon  | My firm | 23.130
2889170 | donnat  | Ood | 11.593
2794985 | cookie  | Milka | 21.47
65556 | waffle cookie | My firm | 20
3616904 | bonbon  | Nestle | 18
638227 | cake bisquits | Ood | 17
4839944 | pie pie | My firm | 22.605
7014861 | bisquits bisquits | Kinder | 12
7719506 | bisquits bisquits | My firm | 9
7884473 | cake pie | Karmela | 15
9266853 | pie  | Kinder | 28
1460024 | donnat  | Kinder | 20
2030985 | cake cake | Kinder | 16.306
9404023 | bisquits  | Karmela | 1.556
721058 | pie  | New mark | 3
381037 | pie bisquits | Milka | 3
6112709 | pie  | Ood | 19
1188051 | bisquits chocolate | My firm | 6
2231339 | cake cookie | Karmela | 2
63070 | chocolate  | New mark | 8
1916818 | bonbon bisquits | Nestle | 25
3921325 | cake  | Kinder | 12
1583002 | donnat  | Kinder | 23
4921796 | pie  | Nestle | 4
6023379 | bonbon  | New mark | 16
5747556 | cake  | Karmela | 28
6182591 | cake pie | Ood | 15
5868355 | chocolate donnat | Ood | 21
3369913 | pie pie | Ood | 22
3824415 | pie bonbon | My firm | 4.449
7821837 | donnat donnat | Ood | 14.306
7012402 | pie pie | Karmela | 26
2076648 | bisquits  | My firm | 12
8186122 | bonbon bonbon | Karmela | 7
8494803 | cookie bisquits | Milka | 4.866
4564839 | donnat waffle | Milka | 15.38
2111266 | donnat  | My firm | 28
9629747 | waffle donnat | Karmela | 28
7203403 | pie  | Milka | 9
1318819 | bisquits cake | My firm | 16
7511809 | bisquits  | Kinder | 6.713
2059695 | cookie  | My firm | 21
3319293 | cookie  | New mark | 9
3532346 | bonbon bonbon | My firm | 6
719475 | donnat pie | Milka | 21
9657717 | pie chocolate | My firm | 20
2504071 | waffle  | My firm | 21
4557433 | bonbon bisquits | Karmela | 9.197
7585550 | chocolate  | New mark | 25
1378241 | cake cake | Kinder | 24
8991707 | cookie donnat | Milka | 19
1028274 | pie cake | New mark | 21
9466740 | waffle bisquits | Ood | 20
2072167 | pie bisquits | Karmela | 10
5108087 | donnat waffle | Ood | 23
5597141 | cookie bisquits | Karmela | 2.959
4601190 | bisquits bonbon | Ood | 5.165
4054031 | bonbon  | Ood | 20
3174094 | cookie bisquits | My firm | 17
580796 | bisquits donnat | Ood | 11
9503866 | donnat  | Karmela | 20.291
2573763 | waffle waffle | Milka | 6
914355 | bisquits pie | Ood | 22.798
6663571 | waffle cookie | Kinder | 12.25
2293354 | chocolate waffle | Milka | 12
5116550 | bisquits cookie | Kinder | 6.882
3927122 | bisquits  | Ood | 1.140
9995956 | cake bonbon | Nestle | 25.170
1764906 | donnat  | Nestle | 7
3673267 | pie cake | Nestle | 8
4206507 | bonbon  | Karmela | 15
1283137 | bonbon waffle | Ood | 27.60
1627176 | donnat  | Kinder | 1
1449453 | bisquits pie | New mark | 26
253854 | cookie bisquits | Karmela | 24
5789449 | waffle cookie | New mark | 10
409493 | bonbon bisquits | My firm | 5.204
8854378 | waffle bisquits | Ood | 9.588
4013972 | cake donnat | Kinder | 15.136
2651055 | chocolate waffle | New mark | 16
3205859 | cake chocolate | Kinder | 5
4038460 | cake  | New mark | 21.741
3943400 | donnat waffle | New mark | 27
1401954 | bisquits cookie | Ood | 9.343
7537268 | pie bisquits | Ood | 7
3969143 | bonbon  | Nestle | 25.943
7440129 | bisquits bonbon | Nestle | 26.74
558581 | donnat cake | Milka | 11
5926818 | chocolate cookie | Kinder | 28
3598867 | waffle  | My firm | 24
1232664 | bisquits chocolate | My firm | 5
5728246 | cake donnat | Kinder | 5
7555172 | cookie bisquits | Kinder | 6
6286588 | chocolate bisquits | Milka | 29.922
4322488 | chocolate chocolate | Karmela | 28
4915697 | cookie  | Ood | 22.896
3462380 | donnat pie | Milka | 20
6724372 | pie cookie | New mark | 14.875
7719899 | bonbon  | Nestle | 19.736
313673 | chocolate cake | Ood | 1.159
737160 | waffle cake | Karmela | 18
4023441 | cake chocolate | New mark | 4
4369548 | pie cookie | Karmela | 23
7784818 | waffle cake | Karmela | 27.268
5443234 | cake cookie | Karmela | 11.26
7623655 | cookie  | Ood | 24
6405082 | cookie cookie | Karmela | 19
2711924 | waffle waffle | Milka | 8
3554587 | chocolate  | Karmela | 17.175
9737953 | bisquits  | My firm | 2.796
6943187 | donnat donnat | Kinder | 8
8485224 | bonbon  | Nestle | 20
2731310 | bonbon  | Kinder | 13.209
6710486 | cake cookie | Milka | 20.666
1871278 | bonbon  | My firm | 11
5768737 | cookie  | My firm | 4.133
5069363 | donnat  | Nestle | 27
9022600 | pie  | Milka | 0
515003 | bonbon  | My firm | 23
3910982 | donnat  | Karmela | 26
8079390 | bisquits cake | Karmela | 6
3035541 | chocolate  | Milka | 20
1941583 | bisquits  | Nestle | 26.89
900703 | cookie pie | My firm | 2.877
7581517 | chocolate pie | Kinder | 3
6358870 | bonbon  | Kinder | 24
7128516 | donnat donnat | Nestle | 0
2613464 | bisquits bisquits | My firm | 23
2889466 | donnat bonbon | My firm | 27
5454023 | chocolate  | Nestle | 18.625
7253814 | donnat  | New mark | 10
3772187 | cookie donnat | Milka | 1
6163532 | waffle cake | Nestle | 8.279
6900423 | waffle  | Karmela | 27
1674492 | pie cake | New mark | 21
5359650 | waffle cookie | Milka | 7
6895473 | cookie donnat | My firm | 5.120
6136009 | waffle bisquits | Kinder | 10.468
1468033 | bonbon cake | Milka | 22
2479161 | waffle pie | Kinder | 0.142
1592164 | chocolate cookie | Kinder | 20.83
7340678 | cake  | Milka | 13
4370954 | cake cookie | Ood | 6
7452527 | cookie  | Ood | 2
4829623 | bonbon chocolate | Kinder | 16.825
2657306 | bonbon donnat | New mark | 1.695
9671120 | bonbon chocolate | Karmela | 0
1671558 | cookie  | New mark | 22
4733296 | cookie chocolate | Milka | 18
3391324 | cake cake | Milka | 25.461
8544942 | cookie  | Milka | 9.596
879801 | waffle  | Ood | 13
2277796 | waffle  | Karmela | 15
7924009 | cake  | Ood | 18
1391380 | bisquits  | Milka | 23
7556467 | pie  | Nestle | 0
6535004 | waffle donnat | My firm | 5
2352900 | bonbon chocolate | Milka | 28.643
4223326 | waffle cake | Karmela | 16
1638369 | cake donnat | Karmela | 4.600
2483472 | donnat chocolate | Kinder | 1.915
1592845 | donnat bisquits | Milka | 19.4
2647382 | pie  | Nestle | 14
5772777 | bisquits donnat | Nestle | 20
6065759 | waffle chocolate | My firm | 6.822
8807971 | donnat waffle | My firm | 19
6968075 | bonbon waffle | My firm | 9
9031280 | donnat chocolate | New mark | 10.676
1699576 | pie bisquits | My firm | 13.315
6768732 | waffle  | Milka | 11
6580688 | donnat  | New mark | 23
2139501 | bisquits bonbon | Milka | 29
8860256 | bonbon bisquits | Ood | 22.782
8170680 | donnat  | Kinder | 9
8605459 | pie  | Nestle | 4.75
2614302 | donnat  | Kinder | 16
4628019 | pie bonbon | Milka | 16
2619228 | chocolate  | Kinder | 5
1798961 | chocolate donnat | Ood | 18
1140150 | bisquits cake | New mark | 2
5090219 | cookie  | Nestle | 7.333
7412430 | donnat pie | Ood | 16
2869362 | pie donnat | Milka | 21.29
4204294 | donnat  | My firm | 2.109
3207477 | bonbon  | Kinder | 23
6373273 | pie pie | Ood | 3
821267 | donnat  | Ood | 2.827
5959541 | donnat cookie | Nestle | 21
2041659 | waffle  | New mark | 6.631
6424613 | cookie pie | New mark | 2
9792227 | cake  | Nestle | 18
9477378 | waffle bonbon | Nestle | 2
5134437 | waffle cake | New mark | 2
4331614 | waffle chocolate | Karmela | 2
4396653 | bisquits bonbon | Nestle | 27.616
1570402 | cookie  | New mark | 3
7763317 | cookie bisquits | Milka | 16.200
1460238 | pie  | Karmela | 5.596
9719686 | bonbon cookie | New mark | 15.227
396267 | chocolate  | Nestle | 26.903
4251310 | donnat bisquits | Karmela | 24
6581932 | waffle cake | Milka | 6
499507 | cake donnat | Kinder | 5
6120778 | bonbon  | Kinder | 21
9146687 | bisquits  | Milka | 6
2425576 | waffle  | New mark | 25
7912469 | bonbon bonbon | Kinder | 3.830
4438535 | donnat waffle | Nestle | 26.482
8130531 | pie bisquits | Ood | 13
3714255 | waffle  | My firm | 9
4018025 | donnat donnat | Nestle | 6.927
4344212 | bonbon  | New mark | 26
9249928 | pie donnat | Nestle | 24
5689782 | bisquits  | My firm | 18
2953820 | chocolate pie | Karmela | 28
420509 | chocolate cookie | Ood | 19.555
3786319 | cookie cookie | Kinder | 16
5423858 | pie  | Kinder | 15.832
5921612 | pie pie | Ood | 21
7370435 | waffle pie | Kinder | 25
2659165 | chocolate  | Karmela | 21.190
7378799 | cake cookie | New mark | 10
8329895 | waffle waffle | Karmela | 6
7531097 | chocolate  | New mark | 11
6415883 | bonbon pie | Kinder | 20.276
7490456 | bisquits pie | Kinder | 19
1782767 | waffle  | Kinder | 11.904
8907960 | chocolate waffle | Karmela | 12
122550 | pie bisquits | My firm | 16
7276750 | bonbon chocolate | Milka | 9.186
1005417 | cake cookie | Karmela | 17
9515966 | cake  | My firm | 22.880
4014828 | cookie  | Karmela | 22
4553344 | waffle cookie | Kinder | 10
3205742 | cake  | Kinder | 27
7042553 | donnat pie | Kinder | 23
3827091 | donnat  | Nestle | 28
1853359 | pie donnat | Kinder | 16
3471532 | cake bonbon | Kinder | 14.124
3089715 | bisquits donnat | Karmela | 27
9574278 | cake donnat | Ood | 24
5590256 | bonbon  | Karmela | 8.603
5690897 | cake cookie | Nestle | 14
3043945 | waffle cookie | My firm | 24.574
6642924 | waffle donnat | My firm | 26.214
1188680 | cake donnat | Milka | 13.415
1905325 | chocolate cake | Karmela | 20.208
4444673 | cake bonbon | Kinder | 9
119464 | bisquits cookie | Karmela | 8
5940178 | cake waffle | New mark | 26
4798851 | pie bisquits | Nestle | 12
2929116 | bisquits donnat | Kinder | 3
9051479 | bonbon bonbon | New mark | 8
7127279 | bonbon cookie | Kinder | 24
8072034 | bonbon  | Ood | 13
9645822 | pie pie | Karmela | 27
7190347 | donnat  | My firm | 14.939
6888699 | waffle bonbon | Kinder | 17
7671572 | cookie pie | Milka | 18
4857081 | chocolate chocolate | Karmela | 17
524470 | waffle  | My firm | 26.982
7662399 | chocolate chocolate | Ood | 25
3303162 | cookie  | New mark | 25
1974249 | bonbon donnat | Nestle | 8.233
8457612 | waffle pie | My firm | 13
231715 | cookie bonbon | Milka | 29.511
5827408 | pie  | New mark | 1.511
6148372 | bisquits chocolate | Nestle | 24
284037 | bonbon bonbon | New mark | 27
9524292 | bonbon waffle | Milka | 9
3902554 | cake cookie | Milka | 21.157
1686501 | cookie  | Kinder | 10
1158113 | donnat bonbon | New mark | 11
4914678 | cookie  | Milka | 2
6303115 | cookie bisquits | New mark | 25
2245817 | cake  | My firm | 2.381
8705439 | donnat  | Kinder | 20
8410630 | pie  | Ood | 7
9102611 | bisquits chocolate | My firm | 9.881
6143753 | cookie bonbon | Milka | 6
5982244 | waffle chocolate | Kinder | 22.725
5077127 | waffle cookie | My firm | 0
2845147 | donnat  | My firm | 28.325
5562857 | pie  | Ood | 6
3109413 | cake donnat | My firm | 23.369
6865526 | pie  | Karmela | 26
3910747 | cookie pie | Karmela | 26
2750879 | waffle  | New mark | 8
2724302 | donnat donnat | Kinder | 16.414
8651468 | cookie  | Kinder | 20
4246863 | cookie  | Ood | 24.535
9347193 | donnat  | Nestle | 10.946
358534 | bonbon bonbon | Milka | 5
4576823 | pie chocolate | Kinder | 19.525
9995812 | cookie donnat | Kinder | 11
3459580 | chocolate bonbon | Kinder | 10
6247724 | cookie bonbon | Nestle | 11
7641024 | donnat cookie | New mark | 29
1353180 | donnat waffle | Nestle | 12
6482053 | pie bonbon | My firm | 10
7184062 | bonbon chocolate | Karmela | 15.400
3133025 | donnat pie | Ood | 7
6467710 | waffle  | My firm | 27.230
2365489 | pie donnat | Ood | 29
3241037 | donnat chocolate | New mark | 1
800925 | waffle  | My firm | 15
5714194 | pie  | My firm | 15
9759441 | chocolate  | Ood | 3
6682745 | waffle chocolate | Nestle | 21
2493437 | cookie donnat | Karmela | 24.189
9502052 | cookie  | Milka | 29
4755556 | cake pie | Nestle | 12.0
6797295 | bisquits  | Karmela | 17.558
7900305 | chocolate  | My firm | 28.119
5822206 | donnat cake | Nestle | 16.538
9602090 | cake  | Kinder | 5
5284337 | bonbon  | Nestle | 7.935
6654157 | pie bonbon | Kinder | 18.534
82149 | cake  | Kinder | 10.464
3456998 | cake  | New mark | 29.363
3583172 | waffle donnat | New mark | 7
9881998 | bonbon chocolate | Milka | 27.491
3880605 | bisquits pie | Kinder | 28.137
8839474 | pie chocolate | Ood | 10.506
2738369 | pie  | My firm | 14
1308424 | donnat cake | Kinder | 16.113
1726451 | bonbon  | New mark | 8
8337077 | chocolate  | Nestle | 9
6867096 | chocolate bonbon | Ood | 18
2022225 | cake cookie | Karmela | 0
2367925 | chocolate bisquits | Ood | 14
7707966 | cake cake | Kinder | 2
6723741 | bonbon donnat | Kinder | 4
670611 | donnat pie | Nestle | 20.363
7835227 | cookie pie | Karmela | 12
1423332 | donnat pie | My firm | 27
3874204 | waffle cookie | Milka | 15
7328213 | cake pie | New mark | 5.266
3913538 | cookie cake | Nestle | 26.123
1925205 | waffle  | New mark | 0
4106606 | bisquits chocolate | Karmela | 16.23
8349664 | waffle pie | Kinder | 24.5
8358593 | bonbon donnat | My firm | 28.785
5088005 | cookie bisquits | Karmela | 1
6911385 | cookie bisquits | Nestle | 6
5025118 | cookie  | Nestle | 21
1462699 | cake bonbon | Kinder | 5
164665 | chocolate  | Milka | 14.859
5568435 | bonbon  | Ood | 11
4932044 | donnat  | Kinder | 15
8013609 | bonbon bonbon | New mark | 3.648
6392263 | donnat chocolate | Milka | 13
9500558 | cookie cake | New mark | 0
1157488 | bisquits chocolate | Ood | 27
2609317 | waffle cake | Nestle | 11
2861994 | pie  | Milka | 6
2198229 | cake chocolate | Karmela | 27
5431486 | bisquits waffle | Karmela | 21
475181 | waffle cake | Kinder | 9
3782946 | waffle waffle | Ood | 2
6638563 | cake  | My firm | 18
1248829 | waffle bisquits | My firm | 2
3228620 | donnat bisquits | Kinder | 18
4471169 | donnat cookie | Kinder | 27
8415282 | bonbon cake | New mark | 25
8792922 | cookie donnat | Kinder | 10.608
4789203 | cookie  | Kinder | 22
3929543 | pie bisquits | Milka | 4
7532073 | pie waffle | Karmela | 15.230
3893652 | cookie bonbon | Kinder | 13
9387836 | waffle  | Milka | 17
4317286 | waffle  | Ood | 5
4485739 | bisquits bisquits | My firm | 20
1260849 | pie  | Nestle | 10
484175 | waffle  | Kinder | 19
6150837 | chocolate donnat | Milka | 10
5465180 | cake  | Nestle | 9
4924652 | bonbon donnat | My firm | 7.529
1334903 | bisquits pie | Kinder | 19
5491988 | waffle bisquits | Karmela | 3
3778003 | cookie cake | Kinder | 16.359
8046062 | waffle pie | Ood | 20.499
5836130 | pie bisquits | My firm | 20.74
1381825 | cake donnat | Milka | 29
7265186 | waffle pie | Nestle | 13
2477229 | cookie pie | My firm | 7.196
7722921 | pie donnat | New mark | 18.829
963520 | cake  | Nestle | 16.35
1558351 | bonbon waffle | Kinder | 13
9419307 | donnat  | New mark | 15
9248030 | cake  | Ood | 0
9188126 | pie bonbon | Milka | 11
5782551 | pie  | Kinder | 2.935
5475625 | bonbon cake | New mark | 1
8155751 | pie donnat | Ood | 2.904
3887782 | waffle  | Nestle | 18
2847388 | waffle cookie | Kinder | 12
1385491 | pie donnat | My firm | 17
7040120 | bonbon bonbon | Ood | 5.928
2160237 | bisquits  | Nestle | 13
4293895 | cookie cake | Karmela | 16.726
5870748 | chocolate cookie | Ood | 20
6278283 | donnat cookie | New mark | 6.996
1118850 | waffle bisquits | Nestle | 8
3675625 | cake bonbon | Karmela | 8.266
8926503 | chocolate  | Ood | 16
3386381 | bisquits  | Nestle | 29
3815080 | pie cake | My firm | 5
7009732 | bisquits  | Milka | 27
8959384 | cake  | Karmela | 20
6628703 | cookie cookie | My firm | 20.718
5812457 | pie  | Kinder | 25
6898588 | bisquits donnat | Nestle | 21
7077993 | bisquits cake | New mark | 6
6454174 | cake  | Karmela | 18
3123461 | donnat bonbon | Nestle | 29.450
13927 | donnat  | Kinder | 11
7587999 | cookie  | Kinder | 11
4277488 | donnat  | Karmela | 26
4737070 | cake  | Ood | 14
5219836 | waffle  | New mark | 17
6496331 | bisquits chocolate | Karmela | 11
6137708 | waffle pie | Kinder | 17.290
6285875 | chocolate cake | Kinder | 10
5084209 | cookie chocolate | My firm | 26
9840863 | waffle  | Kinder | 22
756123 | cookie bonbon | Ood | 1.289
7919313 | donnat  | Nestle | 9.893
3746703 | cake  | My firm | 1.798
9121047 | cake donnat | New mark | 1
2248157 | cake  | New mark | 21.119
6929144 | chocolate donnat | Kinder | 10
6312616 | bisquits chocolate | New mark | 19
7455834 | donnat cake | My firm | 8
6240916 | cake bisquits | Milka | 26
1891350 | donnat cookie | Ood | 23
6027656 | bisquits donnat | Karmela | 2.351
7758379 | pie waffle | New mark | 14
6079498 | chocolate  | Ood | 15.446
7092577 | cake waffle | Milka | 13
3269680 | waffle donnat | Ood | 4
8735172 | cake bonbon | Nestle | 8
1503050 | bisquits chocolate | Kinder | 12
3663572 | bisquits bisquits | Karmela | 4
8388071 | chocolate  | Ood | 25
4488698 | bisquits  | My firm | 26
1956471 | cake cookie | New mark | 6
5608279 | cookie chocolate | Nestle | 1.48
9606108 | bonbon  | Karmela | 9
9190861 | chocolate cookie | Milka | 14.437
8006063 | bonbon  | Milka | 22.618
9856910 | pie  | Kinder | 24
1051833 | waffle  | New mark | 26
9019749 | waffle  | Kinder | 26
3495619 | bisquits cake | Kinder | 14
4741589 | chocolate bonbon | New mark | 5.817
4299781 | donnat pie | Karmela | 14
8139027 | cake cake | Nestle | 20
9488436 | cake  | Nestle | 19
9380575 | donnat  | New mark | 21.342
4714119 | bisquits  | Milka | 19
9896133 | waffle pie | Milka | 8.957
4626582 | chocolate  | Nestle | 2.53
1748816 | bonbon bisquits | My firm | 27
5112949 | cake chocolate | Milka | 4
4670657 | waffle chocolate | New mark | 20
4355045 | pie chocolate | Karmela | 13
8658320 | chocolate cake | Milka | 8.216
1974389 | donnat  | Karmela | 3
7800978 | chocolate  | Kinder | 27.995
5904671 | pie bisquits | Nestle | 3
2688304 | donnat  | Ood | 13
6454628 | cake  | My firm | 0
6237728 | bisquits  | My firm | 27.570
9874790 | cake donnat | Kinder | 20
4798067 | bisquits  | Kinder | 11
1826812 | cookie bonbon | Karmela | 4.706
3152389 | bonbon cake | Kinder | 1
7451730 | bisquits waffle | Kinder | 24.83
5108014 | chocolate  | Nestle | 1
3700979 | bisquits  | Kinder | 3
666197 | bisquits  | New mark | 23
8639791 | cake donnat | Milka | 2
9927460 | cake donnat | Karmela | 8.64
4731827 | waffle  | My firm | 25.782
9451409 | pie cookie | Ood | 10
4425692 | bisquits cake | Kinder | 28
5759274 | cookie chocolate | Karmela | 1.420
3575978 | cookie chocolate | Karmela | 17
9600034 | bisquits pie | Kinder | 21
3215549 | cake  | Milka | 19.681
4503995 | donnat  | Kinder | 18
8559427 | bonbon bonbon | Kinder | 17
4629131 | chocolate pie | New mark | 22
3083808 | bonbon bonbon | Ood | 21
2595165 | bonbon waffle | Nestle | 26
9071982 | cookie donnat | Kinder | 20.737
